Date_Submitted,Cx_quinquefasciatus_fem,TRAPID,LOCATION
10/18/2016,1,CW38,461 NE 52 TERR
11/15/2016,1,CW38,461 NE 52 TERR
11/22/2016,1,CW38,461 NE 52 TERR
11/29/2016,6,CW38,461 NE 52 TERR
12/6/2016,9,CW38,461 NE 52 TERR
12/20/2016,10,CW38,461 NE 52 TERR
12/27/2016,8,CW38,461 NE 52 TERR
1/3/2017,9,CW38,461 NE 52 TERR
1/10/2017,32,CW38,461 NE 52 TERR
1/17/2017,24,CW38,461 NE 52 TERR
1/24/2017,21,CW38,461 NE 52 TERR
1/31/2017,17,CW38,461 NE 52 TERR
2/14/2017,64,CW38,461 NE 52 TERR
2/22/2017,33,CW38,461 NE 52 TERR
2/28/2017,38,CW38,461 NE 52 TERR
3/7/2017,7,CW38,461 NE 52 TERR
3/14/2017,5,CW38,461 NE 52 TERR
3/21/2017,97,CW38,461 NE 52 TERR
4/4/2017,37,CW38,461 NE 52 TERR
4/11/2017,1,CW38,461 NE 52 TERR
4/18/2017,3,CW38,461 NE 52 TERR
4/25/2017,74,CW38,294 NE 58TH ST
5/2/2017,10,CW38,294 NE 58TH ST
5/9/2017,47,CW38,294 NE 58TH ST
5/19/2017,5,CW38,294 NE 58TH ST
5/23/2017,2,CW38,294 NE 58TH ST
5/31/2017,5,CW38,294 NE 58TH ST
6/13/2017,3,CW38,294 NE 58TH ST
6/20/2017,1,CW38,294 NE 58TH ST
6/27/2017,2,CW38,294 NE 58TH ST
7/18/2017,3,CW38,294 NE 58TH ST
7/25/2017,5,CW38,294 NE 58TH ST
8/1/2017,1,CW38,294 NE 58TH ST
8/15/2017,1,CW38,294 NE 58TH ST
8/29/2017,2,CW38,294 NE 58TH ST
9/19/2017,3,CW38,294 NE 58TH ST
10/3/2017,2,CW38,294 NE 58TH ST
10/13/2017,2,CW38,294 NE 58TH ST
10/17/2017,114,CW38,294 NE 58TH ST
10/24/2017,64,CW38,294 NE 58TH ST
10/31/2017,42,CW38,294 NE 58TH ST
11/7/2017,2,CW38,294 NE 58TH ST
11/14/2017,27,CW38,294 NE 58TH ST
12/5/2017,3,CW38,294 NE 58TH ST
12/12/2017,9,CW38,294 NE 58TH ST
12/20/2017,17,CW38,294 NE 58TH ST
12/27/2017,88,CW38,294 NE 58TH ST
1/9/2018,4,CW38,5800 NE 3RD AVE
1/17/2018,18,CW38,5800 NE 3RD AVE
1/30/2018,1,CW38,5800 NE 3RD AVE
2/6/2018,49,CW38,5800 NE 3RD AVE
2/13/2018,29,CW38,5800 NE 3RD AVE
2/21/2018,8,CW38,5800 NE 3RD AVE
3/6/2018,11,CW38,5800 NE 3RD AVE
3/13/2018,69,CW38,5800 NE 3RD AVE
3/20/2018,124,CW38,5800 NE 3RD AVE
3/27/2018,142,CW38,5800 NE 3RD AVE
4/10/2018,60,CW38,5800 NE 3RD AVE
4/17/2018,16,CW38,5800 NE 3RD AVE
4/24/2018,34,CW38,5800 NE 3RD AVE
5/1/2018,55,CW38,5800 NE 3RD AVE
5/8/2018,57,CW38,5800 NE 3RD AVE
5/22/2018,2,CW38,5800 NE 3RD AVE
5/24/2018,27,CW38,5800 NE 3RD AVE
5/30/2018,5,CW38,5800 NE 3RD AVE
6/5/2018,32,CW38,5800 NE 3RD AVE
6/12/2018,1,CW38,5800 NE 3RD AVE
6/19/2018,17,CW38,5800 NE 3RD AVE
6/26/2018,1,CW38,5800 NE 3RD AVE
7/3/2018,1,CW38,5800 NE 3RD AVE
7/10/2018,10,CW38,5800 NE 3RD AVE
7/18/2018,1,CW38,5800 NE 3RD AVE
7/24/2018,7,CW38,5800 NE 3RD AVE
7/31/2018,5,CW38,5800 NE 3RD AVE
8/7/2018,4,CW38,5800 NE 3RD AVE
8/14/2018,3,CW38,5800 NE 3RD AVE
8/21/2018,5,CW38,5800 NE 3RD AVE
8/28/2018,3,CW38,5800 NE 3RD AVE
9/5/2018,4,CW38,5800 NE 3RD AVE
9/11/2018,2,CW38,5800 NE 3RD AVE
9/18/2018,5,CW38,5800 NE 3RD AVE
10/2/2018,22,CW38,5800 NE 3RD AVE
10/16/2018,1,CW38,5800 NE 3RD AVE
10/23/2018,4,CW38,5800 NE 3RD AVE
10/25/2018,6,CW38,5800 NE 3RD AVE
10/30/2018,24,CW38,5800 NE 3RD AVE
11/14/2018,2,CW38,5800 NE 3RD AVE
11/27/2018,15,CW38,5800 NE 3RD AVE
12/4/2018,18,CW38,5800 NE 3RD AVE
12/11/2018,35,CW38,5800 NE 3RD AVE
12/18/2018,62,CW38,5800 NE 3RD AVE
1/8/2019,5,CW38,5800 NE 3RD AVE
1/23/2019,11,CW38,5800 NE 3RD AVE
1/29/2019,16,CW38,5800 NE 3RD AVE
2/5/2019,6,CW38,5800 NE 3RD AVE
2/12/2019,4,CW38,5800 NE 3RD AVE
2/20/2019,13,CW38,5800 NE 3RD AVE
2/27/2019,9,CW38,5800 NE 3RD AVE
3/12/2019,42,CW38,5800 NE 3RD AVE
3/19/2019,48,CW38,5800 NE 3RD AVE
3/26/2019,17,CW38,5800 NE 3RD AVE
4/2/2019,60,CW38,5800 NE 3RD AVE
4/9/2019,9,CW38,5800 NE 3RD AVE
4/16/2019,18,CW38,5800 NE 3RD AVE
4/30/2019,8,CW38,5800 NE 3RD AVE
5/14/2019,1,CW38,5800 NE 3RD AVE
5/21/2019,22,CW38,5800 NE 3RD AVE
6/4/2019,1,CW38,5800 NE 3RD AVE
6/11/2019,18,CW38,5800 NE 3RD AVE
6/25/2019,22,CW38,5800 NE 3RD AVE
7/2/2019,1,CW38,5800 NE 3RD AVE
7/9/2019,1,CW38,5800 NE 3RD AVE
7/23/2019,2,CW38,5800 NE 3RD AVE
7/30/2019,1,CW38,5800 NE 3RD AVE
8/6/2019,2,CW38,5800 NE 3RD AVE
8/13/2019,4,CW38,5800 NE 3RD AVE
9/10/2019,1,CW38,5800 NE 3RD AVE
9/24/2019,3,CW38,5800 NE 3RD AVE
10/1/2019,1,CW38,5800 NE 3RD AVE
10/8/2019,1,CW38,5800 NE 3RD AVE
10/22/2019,5,CW38,5800 NE 3RD AVE
10/29/2019,2,CW38,5800 NE 3RD AVE
11/5/2019,6,CW38,5800 NE 3RD AVE
11/13/2019,12,CW38,5800 NE 3RD AVE
11/19/2019,35,CW38,5800 NE 3RD AVE
12/3/2019,12,CW38,5800 NE 3RD AVE
12/10/2019,40,CW38,5800 NE 3RD AVE
12/17/2019,14,CW38,5800 NE 3RD AVE
12/24/2019,4,CW38,5800 NE 3RD AVE
12/31/2019,34,CW38,5800 NE 3RD AVE
1/7/2020,124,CW38,5800 NE 3RD AVE
1/14/2020,4,CW38,5800 NE 3RD AVE
1/22/2020,7,CW38,5800 NE 3RD AVE
1/28/2020,21,CW38,5800 NE 3RD AVE
2/4/2020,8,CW38,5800 NE 3RD AVE
2/19/2020,2,CW38,5800 NE 3RD AVE
2/25/2020,2,CW38,5800 NE 3RD AVE
3/3/2020,17,CW38,5800 NE 3RD AVE
3/17/2020,20,CW38,5800 NE 3RD AVE
3/24/2020,34,CW38,5800 NE 3RD AVE
3/31/2020,79,CW38,5800 NE 3RD AVE
4/7/2020,29,CW38,5800 NE 3RD AVE
4/14/2020,43,CW38,5800 NE 3RD AVE
4/21/2020,20,CW38,5800 NE 3RD AVE
6/30/2020,2,CW38,288 NE 58 St
7/7/2020,1,CW38,288 NE 58 St
7/28/2020,1,CW38,288 NE 58 St
8/4/2020,1,CW38,288 NE 58 St
8/11/2020,1,CW38,288 NE 58 St
8/26/2020,1,CW38,288 NE 58 St
9/9/2020,1,CW38,288 NE 58 St
9/15/2020,3,CW38,288 NE 58 St
9/22/2020,1,CW38,288 NE 58 St
9/29/2020,4,CW38,288 NE 58 St
10/6/2020,4,CW38,288 NE 58 St
10/14/2020,9,CW38,288 NE 58 St
10/27/2020,4,CW38,288 NE 58 St
11/3/2020,10,CW38,288 NE 58 St
11/17/2020,10,CW38,288 NE 58 St
11/24/2020,8,CW38,288 NE 58 St
12/1/2020,13,CW38,288 NE 58 St
12/15/2020,1,CW38,288 NE 58 St
1/5/2021,112,CW38,288 NE 58 St
1/12/2021,93,CW38,288 NE 58 St
1/20/2021,58,CW38,288 NE 58 St
1/26/2021,12,CW38,288 NE 58 St
2/2/2021,9,CW38,288 NE 58 St
2/9/2021,67,CW38,288 NE 58 St
2/17/2021,1,CW38,288 NE 58 St
2/23/2021,14,CW38,288 NE 58 St
3/2/2021,4,CW38,288 NE 58 St
3/9/2021,15,CW38,288 NE 58 St
3/16/2021,1,CW38,288 NE 58 St
3/23/2021,164,CW38,288 NE 58 St
3/30/2021,18,CW38,288 NE 58 St
4/6/2021,30,CW38,288 NE 58 St
4/13/2021,6,CW38,288 NE 58 St
4/20/2021,1,CW38,288 NE 58 St
4/27/2021,7,CW38,288 NE 58 St
5/4/2021,14,CW38,288 NE 58 St
5/11/2021,18,CW38,288 NE 58 St
5/18/2021,42,CW38,288 NE 58 St
5/25/2021,10,CW38,288 NE 58 St
6/2/2021,55,CW38,288 NE 58 St
6/15/2021,1,CW38,288 NE 58 St
7/7/2021,1,CW38,288 NE 58 St
7/27/2021,4,CW38,288 NE 58 St
8/17/2021,4,CW38,288 NE 58 St
8/31/2021,7,CW38,288 NE 58 St
9/8/2021,1,CW38,288 NE 58 St
9/14/2021,1,CW38,288 NE 58 St
9/21/2021,1,CW38,288 NE 58 St
9/28/2021,2,CW38,288 NE 58 St
10/5/2021,4,CW38,288 NE 58 St
10/13/2021,2,CW38,288 NE 58 St
10/19/2021,1,CW38,288 NE 58 St
10/26/2021,10,CW38,288 NE 58 St
11/2/2021,4,CW38,288 NE 58 St
9/14/2016,1,CW42,7751 NW 111 CT
9/28/2016,4,CW42,7751 NW 111 CT
11/8/2016,1,CW42,7731 NW 111 Ct
11/15/2016,1,CW42,7731 NW 111 Ct
11/22/2016,10,CW42,7731 NW 111 Ct
11/29/2016,8,CW42,7731 NW 111 Ct
12/6/2016,1,CW42,7731 NW 111 Ct
12/20/2016,15,CW42,7731 NW 111 Ct
12/27/2016,11,CW42,7731 NW 111 Ct
1/3/2017,1,CW42,7731 NW 111 Ct
1/10/2017,45,CW42,7731 NW 111 Ct
1/17/2017,15,CW42,7731 NW 111 Ct
1/24/2017,3,CW42,7731 NW 111 Ct
1/31/2017,25,CW42,7731 NW 111 Ct
2/7/2017,58,CW42,7731 NW 111 Ct
2/14/2017,26,CW42,7731 NW 111 Ct
2/22/2017,50,CW42,7731 NW 111 Ct
2/28/2017,19,CW42,7731 NW 111 Ct
3/7/2017,41,CW42,7731 NW 111 Ct
3/14/2017,2,CW42,7731 NW 111 Ct
3/21/2017,3,CW42,7731 NW 111 Ct
3/28/2017,22,CW42,7731 NW 111 Ct
4/4/2017,1,CW42,7731 NW 111 Ct
4/11/2017,25,CW42,7731 NW 111 Ct
4/18/2017,21,CW42,7731 NW 111 Ct
4/25/2017,4,CW42,7731 NW 111 Ct
5/2/2017,2,CW42,7731 NW 111 Ct
5/9/2017,66,CW42,7731 NW 111 Ct
5/23/2017,1,CW42,7731 NW 111 Ct
5/31/2017,1,CW42,7731 NW 111 Ct
6/13/2017,1,CW42,7731 NW 111 Ct
6/20/2017,3,CW42,7731 NW 111 Ct
7/11/2017,4,CW42,7731 NW 111 Ct
7/25/2017,5,CW42,7731 NW 111 Ct
8/1/2017,27,CW42,7731 NW 111 Ct
8/8/2017,13,CW42,7731 NW 111 Ct
8/15/2017,19,CW42,7731 NW 111 Ct
9/19/2017,55,CW42,7731 NW 111 Ct
9/26/2017,23,CW42,7731 NW 111 Ct
10/31/2017,7,CW42,7731 NW 111 Ct
11/7/2017,5,CW42,7731 NW 111 Ct
11/14/2017,10,CW42,7731 NW 111 Ct
11/28/2017,8,CW42,7731 NW 111 Ct
12/5/2017,4,CW42,7731 NW 111 Ct
12/12/2017,6,CW42,7731 NW 111 Ct
12/20/2017,34,CW42,7731 NW 111 Ct
12/27/2017,2,CW42,7731 NW 111 Ct
1/9/2018,51,CW42,7731 NW 111 Ct
1/17/2018,2,CW42,7731 NW 111 Ct
1/30/2018,2,CW42,7731 NW 111 Ct
2/13/2018,12,CW42,7731 NW 111 Ct
2/21/2018,13,CW42,7731 NW 111 Ct
2/27/2018,9,CW42,7731 NW 111 Ct
3/6/2018,36,CW42,7731 NW 111 Ct
3/13/2018,4,CW42,7731 NW 111 Ct
3/27/2018,7,CW42,7731 NW 111 Ct
4/3/2018,11,CW42,7731 NW 111 Ct
4/10/2018,5,CW42,7731 NW 111 Ct
4/17/2018,12,CW42,7731 NW 111 Ct
4/24/2018,45,CW42,7731 NW 111 Ct
5/1/2018,46,CW42,7731 NW 111 Ct
5/8/2018,36,CW42,7731 NW 111 Ct
5/22/2018,10,CW42,7731 NW 111 Ct
5/30/2018,45,CW42,7731 NW 111 Ct
6/5/2018,9,CW42,7731 NW 111 Ct
6/12/2018,8,CW42,7731 NW 111 Ct
7/3/2018,1,CW42,7731 NW 111 Ct
7/10/2018,5,CW42,7731 NW 111 Ct
7/26/2018,1,CW42,7731 NW 111 Ct
8/9/2018,1,CW42,7731 NW 111 Ct
8/16/2018,2,CW42,7731 NW 111 Ct
8/23/2018,2,CW42,7731 NW 111 Ct
9/14/2018,1,CW42,7731 NW 111 Ct
9/21/2018,2,CW42,7731 NW 111 Ct
10/12/2018,1,CW42,7731 NW 111 Ct
10/18/2018,1,CW42,7731 NW 111 Ct
10/25/2018,1,CW42,7731 NW 111 Ct
11/1/2018,1,CW42,7731 NW 111 Ct
11/29/2018,3,CW42,7731 NW 111 Ct
12/6/2018,22,CW42,7731 NW 111 Ct
12/13/2018,60,CW42,7731 NW 111 Ct
12/20/2018,13,CW42,7731 NW 111 Ct
1/10/2019,2,CW42,7731 NW 111 Ct
1/17/2019,30,CW42,7731 NW 111 Ct
1/25/2019,12,CW42,7731 NW 111 Ct
1/31/2019,10,CW42,7731 NW 111 Ct
2/7/2019,27,CW42,7731 NW 111 Ct
2/22/2019,1,CW42,7731 NW 111 Ct
3/1/2019,11,CW42,7731 NW 111 Ct
3/21/2019,5,CW42,7731 NW 111 Ct
4/4/2019,11,CW42,7731 NW 111 Ct
4/12/2019,3,CW42,7731 NW 111 Ct
4/18/2019,4,CW42,7731 NW 111 Ct
5/9/2019,1,CW42,7731 NW 111 Ct
5/16/2019,3,CW42,7731 NW 111 Ct
5/23/2019,7,CW42,7731 NW 111 Ct
5/31/2019,19,CW42,7731 NW 111 Ct
6/6/2019,9,CW42,7731 NW 111 Ct
6/13/2019,1,CW42,7731 NW 111 Ct
7/11/2019,4,CW42,7731 NW 111 Ct
7/18/2019,2,CW42,7731 NW 111 Ct
7/25/2019,3,CW42,7731 NW 111 Ct
8/1/2019,1,CW42,7731 NW 111 Ct
8/29/2019,1,CW42,7731 NW 111 Ct
9/12/2019,4,CW42,7731 NW 111 Ct
9/19/2019,5,CW42,7731 NW 111 Ct
10/3/2019,1,CW42,7731 NW 111 Ct
10/10/2019,3,CW42,7731 NW 111 Ct
11/7/2019,2,CW42,7731 NW 111 Ct
11/15/2019,2,CW42,7731 NW 111 Ct
11/21/2019,58,CW42,7731 NW 111 Ct
12/5/2019,12,CW42,7731 NW 111 Ct
12/6/2019,2,CW42,7731 NW 111 Ct
12/19/2019,1,CW42,7731 NW 111 Ct
12/27/2019,1,CW42,7731 NW 111 Ct
1/3/2020,4,CW42,7731 NW 111 Ct
1/9/2020,37,CW42,7731 NW 111 Ct
1/16/2020,8,CW42,7731 NW 111 Ct
1/24/2020,2,CW42,7731 NW 111 Ct
1/30/2020,12,CW42,7731 NW 111 Ct
2/6/2020,13,CW42,7731 NW 111 Ct
2/13/2020,6,CW42,7731 NW 111 Ct
2/28/2020,2,CW42,7731 NW 111 Ct
3/5/2020,2,CW42,7731 NW 111 Ct
3/12/2020,2,CW42,7731 NW 111 Ct
3/19/2020,13,CW42,7731 NW 111 Ct
3/26/2020,5,CW42,7731 NW 111 Ct
4/2/2020,18,CW42,7731 NW 111 Ct
4/9/2020,20,CW42,7731 NW 111 Ct
4/16/2020,3,CW42,7731 NW 111 Ct
4/23/2020,16,CW42,7731 NW 111 Ct
4/30/2020,17,CW42,7731 NW 111 Ct
5/7/2020,40,CW42,7731 NW 111 Ct
5/14/2020,11,CW42,7731 NW 111 Ct
5/21/2020,4,CW42,7731 NW 111 Ct
5/29/2020,4,CW42,7731 NW 111 Ct
6/11/2020,22,CW42,7731 NW 111 Ct
6/25/2020,4,CW42,7731 NW 111 Ct
7/9/2020,1,CW42,7731 NW 111 Ct
7/30/2020,1,CW42,7731 NW 111 Ct
8/28/2020,2,CW42,7731 NW 111 Ct
9/3/2020,2,CW42,7731 NW 111 Ct
9/17/2020,1,CW42,7731 NW 111 Ct
10/1/2020,2,CW42,7731 NW 111 Ct
11/5/2020,9,CW42,7731 NW 111 Ct
11/19/2020,4,CW42,7731 NW 111 Ct
1/7/2021,7,CW42,7731 NW 111 Ct
1/28/2021,16,CW42,7731 NW 111 Ct
2/25/2021,4,CW42,7731 NW 111 Ct
3/4/2021,4,CW42,7731 NW 111 Ct
3/11/2021,2,CW42,7731 NW 111 Ct
3/18/2021,8,CW42,7731 NW 111 Ct
3/25/2021,7,CW42,7731 NW 111 Ct
4/1/2021,14,CW42,7731 NW 111 Ct
4/8/2021,2,CW42,7731 NW 111 Ct
4/15/2021,1,CW42,7731 NW 111 Ct
4/22/2021,15,CW42,7731 NW 111 Ct
4/29/2021,1,CW42,7731 NW 111 Ct
5/6/2021,22,CW42,7731 NW 111 Ct
5/13/2021,3,CW42,7731 NW 111 Ct
5/27/2021,42,CW42,7731 NW 111 Ct
6/4/2021,5,CW42,7731 NW 111 Ct
6/10/2021,5,CW42,7731 NW 111 Ct
6/25/2021,1,CW42,7731 NW 111 Ct
7/9/2021,3,CW42,7731 NW 111 Ct
7/22/2021,4,CW42,7731 NW 111 Ct
7/29/2021,1,CW42,7731 NW 111 Ct
9/2/2021,1,CW42,7731 NW 111 Ct
10/21/2021,1,CW42,7731 NW 111 Ct
10/28/2021,3,CW42,7731 NW 111 Ct
9/6/2016,2,CW45,8501 NE 3 Ave
9/27/2016,2,CW45,8501 NE 3 Ave
10/11/2016,2,CW45,8501 NE 3 Ave
11/8/2016,1,CW45,8501 NE 3 Ave
11/15/2016,7,CW45,8501 NE 3 Ave
11/22/2016,23,CW45,8501 NE 3 Ave
11/29/2016,67,CW45,8501 NE 3 Ave
12/6/2016,10,CW45,8501 NE 3 Ave
12/13/2016,3,CW45,8501 NE 3 Ave
12/20/2016,3,CW45,8501 NE 3 Ave
1/3/2017,2,CW45,8501 NE 3 Ave
1/10/2017,15,CW45,8501 NE 3 Ave
1/24/2017,20,CW45,8501 NE 3 Ave
1/31/2017,12,CW45,8501 NE 3 Ave
2/7/2017,68,CW45,8501 NE 3 Ave
2/14/2017,90,CW45,8501 NE 3 Ave
2/22/2017,58,CW45,8501 NE 3 Ave
2/28/2017,15,CW45,8501 NE 3 Ave
3/7/2017,13,CW45,8501 NE 3 Ave
3/14/2017,17,CW45,8501 NE 3 Ave
3/21/2017,61,CW45,8501 NE 3 Ave
3/28/2017,5,CW45,8501 NE 3 Ave
4/4/2017,11,CW45,8501 NE 3 Ave
4/11/2017,17,CW45,8501 NE 3 Ave
4/18/2017,50,CW45,8501 NE 3 Ave
4/25/2017,54,CW45,8501 NE 3 Ave
5/2/2017,6,CW45,8501 NE 3 Ave
5/9/2017,23,CW45,8501 NE 3 Ave
5/16/2017,15,CW45,8501 NE 3 Ave
5/23/2017,7,CW45,8501 NE 3 Ave
5/31/2017,1,CW45,8501 NE 3 Ave
6/6/2017,4,CW45,8501 NE 3 Ave
6/13/2017,1,CW45,8501 NE 3 Ave
6/20/2017,16,CW45,8501 NE 3 Ave
7/4/2017,15,CW45,8501 NE 3 Ave
7/18/2017,2,CW45,8501 NE 3 Ave
7/25/2017,5,CW45,8501 NE 3 Ave
8/1/2017,29,CW45,8501 NE 3 Ave
8/8/2017,19,CW45,8501 NE 3 Ave
8/15/2017,3,CW45,8501 NE 3 Ave
8/24/2017,2,CW45,8501 NE 3 Ave
8/29/2017,4,CW45,8501 NE 3 Ave
9/6/2017,1,CW45,8501 NE 3 Ave
9/19/2017,5,CW45,8501 NE 3 Ave
9/26/2017,2,CW45,8501 NE 3 Ave
10/11/2017,10,CW45,8501 NE 3 Ave
10/24/2017,4,CW45,8501 NE 3 Ave
10/31/2017,40,CW45,8501 NE 3 Ave
11/7/2017,3,CW45,8501 NE 3 Ave
11/14/2017,29,CW45,8501 NE 3 Ave
11/28/2017,9,CW45,8501 NE 3 Ave
12/5/2017,35,CW45,8501 NE 3 Ave
12/12/2017,18,CW45,8501 NE 3 Ave
12/20/2017,23,CW45,8501 NE 3 Ave
12/27/2017,9,CW45,8501 NE 3 Ave
1/3/2018,1,CW45,8501 NE 3 Ave
1/9/2018,17,CW45,8501 NE 3 Ave
1/17/2018,40,CW45,8501 NE 3 Ave
1/30/2018,36,CW45,8501 NE 3 Ave
2/6/2018,120,CW45,8501 NE 3 Ave
2/13/2018,29,CW45,8501 NE 3 Ave
2/21/2018,164,CW45,8501 NE 3 Ave
2/27/2018,25,CW45,8501 NE 3 Ave
3/6/2018,4,CW45,8501 NE 3 Ave
3/13/2018,139,CW45,8501 NE 3 Ave
3/20/2018,408,CW45,8501 NE 3 Ave
3/27/2018,190,CW45,8501 NE 3 Ave
4/3/2018,99,CW45,8501 NE 3 Ave
4/10/2018,46,CW45,8501 NE 3 Ave
4/17/2018,57,CW45,8501 NE 3 Ave
4/24/2018,204,CW45,8501 NE 3 Ave
5/1/2018,84,CW45,8501 NE 3 Ave
5/8/2018,18,CW45,8501 NE 3 Ave
5/15/2018,12,CW45,8501 NE 3 Ave
5/22/2018,36,CW45,8501 NE 3 Ave
5/30/2018,34,CW45,8501 NE 3 Ave
6/5/2018,15,CW45,8501 NE 3 Ave
6/12/2018,33,CW45,8501 NE 3 Ave
6/19/2018,5,CW45,8501 NE 3 Ave
6/26/2018,8,CW45,8501 NE 3 Ave
7/3/2018,3,CW45,8501 NE 3 Ave
7/17/2018,2,CW45,8501 NE 3 Ave
8/7/2018,14,CW45,8501 NE 3 Ave
8/28/2018,1,CW45,8501 NE 3 Ave
9/5/2018,6,CW45,8501 NE 3 Ave
9/11/2018,1,CW45,8501 NE 3 Ave
9/18/2018,8,CW45,8501 NE 3 Ave
9/25/2018,2,CW45,8501 NE 3 Ave
10/10/2018,2,CW45,8501 NE 3 Ave
10/16/2018,5,CW45,8501 NE 3 Ave
10/23/2018,5,CW45,8501 NE 3 Ave
10/30/2018,2,CW45,8501 NE 3 Ave
11/27/2018,5,CW45,8501 NE 3 Ave
12/4/2018,39,CW45,8501 NE 3 Ave
12/11/2018,7,CW45,8501 NE 3 Ave
12/18/2018,13,CW45,8501 NE 3 Ave
1/8/2019,48,CW45,8501 NE 3 Ave
1/15/2019,35,CW45,8501 NE 3 Ave
1/23/2019,87,CW45,8501 NE 3 Ave
1/29/2019,13,CW45,8501 NE 3 Ave
2/5/2019,13,CW45,8501 NE 3 Ave
2/12/2019,19,CW45,8501 NE 3 Ave
2/20/2019,20,CW45,8501 NE 3 Ave
2/27/2019,5,CW45,8501 NE 3 Ave
3/5/2019,10,CW45,8501 NE 3 Ave
3/12/2019,7,CW45,8501 NE 3 Ave
3/19/2019,4,CW45,8501 NE 3 Ave
3/26/2019,4,CW45,8501 NE 3 Ave
4/2/2019,6,CW45,8501 NE 3 Ave
4/9/2019,5,CW45,8501 NE 3 Ave
4/16/2019,13,CW45,8501 NE 3 Ave
4/23/2019,4,CW45,8501 NE 3 Ave
4/30/2019,15,CW45,8501 NE 3 Ave
5/14/2019,3,CW45,8501 NE 3 Ave
5/21/2019,9,CW45,8501 NE 3 Ave
5/29/2019,10,CW45,8501 NE 3 Ave
6/25/2019,1,CW45,8501 NE 3 Ave
7/2/2019,7,CW45,8501 NE 3 Ave
7/16/2019,7,CW45,8501 NE 3 Ave
7/23/2019,2,CW45,8501 NE 3 Ave
7/30/2019,2,CW45,8501 NE 3 Ave
8/6/2019,1,CW45,8501 NE 3 Ave
8/13/2019,2,CW45,8501 NE 3 Ave
8/20/2019,1,CW45,8501 NE 3 Ave
9/4/2019,3,CW45,8501 NE 3 Ave
9/10/2019,8,CW45,8501 NE 3 Ave
9/17/2019,3,CW45,8501 NE 3 Ave
9/24/2019,2,CW45,8501 NE 3 Ave
10/16/2019,6,CW45,8501 NE 3 Ave
10/22/2019,1,CW45,8501 NE 3 Ave
10/29/2019,10,CW45,8501 NE 3 Ave
11/5/2019,3,CW45,8501 NE 3 Ave
11/13/2019,7,CW45,8501 NE 3 Ave
11/19/2019,10,CW45,8501 NE 3 Ave
12/3/2019,17,CW45,8501 NE 3 Ave
12/10/2019,4,CW45,8501 NE 3 Ave
12/17/2019,5,CW45,8501 NE 3 Ave
12/24/2019,16,CW45,8501 NE 3 Ave
12/31/2019,7,CW45,8501 NE 3 Ave
1/7/2020,26,CW45,8501 NE 3 Ave
1/14/2020,8,CW45,8501 NE 3 Ave
1/22/2020,2,CW45,8501 NE 3 Ave
1/28/2020,26,CW45,8501 NE 3 Ave
2/4/2020,2,CW45,8501 NE 3 Ave
2/11/2020,2,CW45,8501 NE 3 Ave
2/19/2020,20,CW45,8501 NE 3 Ave
3/3/2020,44,CW45,8501 NE 3 Ave
3/10/2020,24,CW45,8501 NE 3 Ave
3/17/2020,1,CW45,8501 NE 3 Ave
3/24/2020,10,CW45,8501 NE 3 Ave
3/31/2020,32,CW45,8501 NE 3 Ave
4/7/2020,6,CW45,8501 NE 3 Ave
4/14/2020,29,CW45,8501 NE 3 Ave
4/21/2020,23,CW45,8501 NE 3 Ave
4/28/2020,9,CW45,8501 NE 3 Ave
5/5/2020,15,CW45,8501 NE 3 Ave
5/12/2020,9,CW45,8501 NE 3 Ave
5/19/2020,1,CW45,8501 NE 3 Ave
5/27/2020,1,CW45,8501 NE 3 Ave
6/2/2020,92,CW45,8501 NE 3 Ave
6/9/2020,26,CW45,8501 NE 3 Ave
6/16/2020,5,CW45,8501 NE 3 Ave
6/30/2020,1,CW45,8501 NE 3 Ave
7/7/2020,1,CW45,8501 NE 3 Ave
7/14/2020,9,CW45,8501 NE 3 Ave
7/21/2020,7,CW45,8501 NE 3 Ave
8/11/2020,3,CW45,8501 NE 3 Ave
8/18/2020,1,CW45,8501 NE 3 Ave
8/26/2020,2,CW45,8501 NE 3 Ave
9/1/2020,1,CW45,8501 NE 3 Ave
9/9/2020,1,CW45,8501 NE 3 Ave
9/15/2020,1,CW45,8501 NE 3 Ave
9/22/2020,2,CW45,8501 NE 3 Ave
9/29/2020,2,CW45,8501 NE 3 Ave
10/6/2020,2,CW45,8501 NE 3 Ave
10/14/2020,11,CW45,8501 NE 3 Ave
10/27/2020,1,CW45,8501 NE 3 Ave
11/3/2020,13,CW45,8501 NE 3 Ave
11/17/2020,8,CW45,8501 NE 3 Ave
11/24/2020,7,CW45,8501 NE 3 Ave
12/1/2020,2,CW45,8501 NE 3 Ave
12/8/2020,51,CW45,8501 NE 3 Ave
12/15/2020,15,CW45,8501 NE 3 Ave
12/22/2020,18,CW45,8501 NE 3 Ave
12/29/2020,3,CW45,8501 NE 3 Ave
1/5/2021,42,CW45,8501 NE 3 Ave
1/12/2021,9,CW45,8501 NE 3 Ave
1/20/2021,22,CW45,8501 NE 3 Ave
2/2/2021,14,CW45,8501 NE 3 Ave
2/9/2021,7,CW45,8501 NE 3 Ave
2/23/2021,49,CW45,8501 NE 3 Ave
3/2/2021,11,CW45,8501 NE 3 Ave
3/9/2021,17,CW45,8501 NE 3 Ave
3/16/2021,17,CW45,8501 NE 3 Ave
3/23/2021,1,CW45,8501 NE 3 Ave
